time,equity,capital,dd,trades,wr
2026-08-23T09:07:19.910559,100841.05,100841.05,0.0031,136,55.1
2026-08-23T09:08:21.246876,100841.05,100841.05,0.0031,136,55.1
2026-08-23T09:09:22.586006,100841.05,100841.05,0.0031,136,55.1
2026-08-23T09:10:23.811228,100841.05,100841.05,0.0031,136,55.1
2026-08-23T09:11:25.271680,100841.05,100841.05,0.0031,136,55.1
2026-08-23T09:12:26.505297,100841.05,100841.05,0.0031,136,55.1
2026-08-23T09:13:27.736704,100841.05,100841.05,0.0031,136,55.1
2026-08-23T09:14:29.089790,100841.05,100841.05,0.0031,136,55.1
2026-08-23T09:15:30.302627,100841.05,100841.05,0.0031,136,55.1
2026-08-23T09:16:31.649090,100841.05,100841.05,0.0031,136,55.1
2026-08-23T09:17:32.986652,100841.05,100841.05,0.0031,136,55.1
2026-08-23T09:18:35.246623,100841.05,100841.05,0.0031,136,55.1
2026-08-23T09:19:36.595226,100841.05,100841.05,0.0031,136,55.1
2026-08-23T09:20:37.800777,100841.05,100841.05,0.0031,136,55.1
2026-08-23T09:21:39.056872,100841.05,100841.05,0.0032,136,55.1
2026-08-23T09:22:40.294731,100841.05,100841.05,0.0031,136,55.1
2026-08-23T09:23:42.664848,100841.05,100841.05,0.0031,136,55.1
2026-08-23T09:24:43.993800,100841.05,100841.05,0.0032,136,55.1
2026-08-23T09:25:45.128949,100841.05,100841.05,0.0032,136,55.1
2026-08-23T09:26:46.774205,100841.05,100841.05,0.0031,136,55.1
2026-08-23T09:27:48.524785,100841.05,100841.05,0.0031,136,55.1
2026-08-23T09:28:49.757714,100841.05,100841.05,0.0031,136,55.1
2026-08-23T09:29:51.098960,100841.05,100841.05,0.0031,136,55.1
2026-08-23T09:30:52.536990,100841.05,100841.05,0.0032,136,55.1
2026-08-23T09:31:53.773911,100841.05,100841.05,0.0032,136,55.1
2026-08-23T09:32:55.113004,100841.05,100841.05,0.0032,136,55.1
2026-08-23T09:33:56.450262,100841.05,100841.05,0.0032,136,55.1
2026-08-23T09:34:58.197684,100841.05,100841.05,0.0032,136,55.1
2026-08-23T09:35:59.537050,100841.05,100841.05,0.0032,136,55.1
2026-08-23T09:37:00.874775,100841.05,100841.05,0.0032,136,55.1
2026-08-23T09:38:02.212693,100841.05,100841.05,0.0032,136,55.1
2026-08-23T09:39:03.450681,100841.05,100841.05,0.0032,136,55.1
2026-08-23T09:40:04.697219,100841.05,100841.05,0.0032,136,55.1
2026-08-23T09:41:05.920817,100841.05,100841.05,0.0031,136,55.1
2026-08-23T09:42:07.632272,100841.05,100841.05,0.0031,136,55.1
2026-08-23T09:43:09.112074,100841.05,100841.05,0.0031,136,55.1
2026-08-23T09:44:10.444492,100841.05,100841.05,0.0031,136,55.1
2026-08-23T09:45:11.898204,100841.05,100841.05,0.0031,136,55.1
2026-08-23T09:46:13.234431,100841.05,100841.05,0.0031,136,55.1
2026-08-23T09:47:14.672558,100841.05,100841.05,0.0031,136,55.1
2026-08-23T09:48:15.864233,100841.05,100841.05,0.0031,136,55.1
2026-08-23T09:49:17.651793,100841.05,100841.05,0.0031,136,55.1
2026-08-23T09:50:18.898732,100841.05,100841.05,0.0031,136,55.1
2026-08-23T09:51:21.054521,100841.05,100841.05,0.0030,136,55.1
2026-08-23T09:52:22.289573,100841.05,100841.05,0.0030,136,55.1
2026-08-23T09:53:23.625734,100841.05,100841.05,0.0030,136,55.1
2026-08-23T09:54:24.960681,100841.05,100841.05,0.0031,136,55.1
2026-08-23T09:55:26.257089,100841.05,100841.05,0.0031,136,55.1
2026-08-23T09:56:27.615353,100841.05,100841.05,0.0031,136,55.1
2026-08-23T09:57:28.878263,100841.05,100841.05,0.0031,136,55.1
2026-08-23T09:58:30.109936,100841.05,100841.05,0.0031,136,55.1
2026-08-23T09:59:31.858241,100841.05,100841.05,0.0031,136,55.1
2026-08-23T10:00:33.074169,100841.05,100841.05,0.0031,136,55.1
2026-08-23T10:01:34.645116,100841.05,100841.05,0.0031,136,55.1
2026-08-23T10:02:35.975041,100841.05,100841.05,0.0031,136,55.1
2026-08-23T10:03:37.311600,100841.05,100841.05,0.0031,136,55.1
2026-08-23T10:04:38.548940,100841.05,100841.05,0.0031,136,55.1
2026-08-23T10:05:39.993418,100841.05,100841.05,0.0030,136,55.1
2026-08-23T10:06:41.262800,100841.05,100841.05,0.0030,136,55.1
2026-08-23T10:07:43.480592,100841.05,100841.05,0.0030,136,55.1
2026-08-23T10:08:45.131502,100841.05,100841.05,0.0030,136,55.1
2026-08-23T10:09:46.572228,100841.05,100841.05,0.0030,136,55.1
2026-08-23T10:10:51.596203,100847.31,100847.31,0.0030,138,55.1
2026-08-23T10:11:52.833052,100847.31,100847.31,0.0031,138,55.1
2026-08-23T10:12:54.171182,100847.31,100847.31,0.0031,138,55.1
2026-08-23T10:13:55.411862,100847.31,100847.31,0.0031,138,55.1
2026-08-23T10:14:56.746150,100847.31,100847.31,0.0030,138,55.1
2026-08-23T10:15:59.007921,100847.31,100847.31,0.0030,138,55.1
2026-08-23T10:17:01.166155,100847.31,100847.31,0.0030,138,55.1
2026-08-23T10:18:02.401262,100847.31,100847.31,0.0030,138,55.1
2026-08-23T10:19:03.842918,100847.31,100847.31,0.0030,138,55.1
2026-08-23T10:20:05.058924,100847.31,100847.31,0.0030,138,55.1
2026-08-23T10:21:07.286122,100847.31,100847.31,0.0030,138,55.1
2026-08-23T10:22:08.573775,100847.31,100847.31,0.0029,138,55.1
2026-08-23T10:23:09.913137,100847.31,100847.31,0.0029,138,55.1
2026-08-23T10:24:11.197255,100847.31,100847.31,0.0029,138,55.1
2026-08-23T10:25:12.693211,100847.31,100847.31,0.0029,138,55.1
2026-08-23T10:26:14.025739,100847.31,100847.31,0.0030,138,55.1
2026-08-23T10:27:15.368278,100847.31,100847.31,0.0030,138,55.1
2026-08-23T10:28:17.637769,100847.31,100847.31,0.0030,138,55.1
2026-08-23T10:29:18.869921,100847.31,100847.31,0.0030,138,55.1
2026-08-23T10:30:20.202224,100847.31,100847.31,0.0030,138,55.1
2026-08-23T10:31:21.540925,100847.31,100847.31,0.0030,138,55.1
2026-08-23T10:32:22.984513,100847.31,100847.31,0.0030,138,55.1
2026-08-23T10:33:24.221509,100847.31,100847.31,0.0029,138,55.1
2026-08-23T10:34:25.641856,100847.31,100847.31,0.0029,138,55.1
2026-08-23T10:35:26.901800,100847.31,100847.31,0.0029,138,55.1
2026-08-23T10:36:28.229679,100847.31,100847.31,0.0029,138,55.1
2026-08-23T10:37:29.776686,100847.31,100847.31,0.0029,138,55.1
2026-08-23T10:38:31.014001,100847.31,100847.31,0.0029,138,55.1
2026-08-23T10:39:32.178336,100847.31,100847.31,0.0030,138,55.1
2026-08-23T10:40:33.449971,100847.31,100847.31,0.0030,138,55.1
2026-08-23T10:41:34.719518,100847.31,100847.31,0.0029,138,55.1
2026-08-23T10:42:36.058392,100847.31,100847.31,0.0029,138,55.1
2026-08-23T10:43:37.398304,100847.31,100847.31,0.0029,138,55.1
2026-08-23T10:44:38.640470,100847.31,100847.31,0.0029,138,55.1
2026-08-23T10:45:39.972473,100847.31,100847.31,0.0029,138,55.1
2026-08-23T10:46:41.206729,100847.31,100847.31,0.0029,138,55.1
2026-08-23T10:47:42.540933,100847.31,100847.31,0.0029,138,55.1
2026-08-23T10:48:43.882883,100847.31,100847.31,0.0029,138,55.1
2026-08-23T10:49:46.051245,100847.31,100847.31,0.0030,138,55.1
2026-08-23T10:50:48.301877,100847.31,100847.31,0.0029,138,55.1
2026-08-23T10:51:49.643961,100847.31,100847.31,0.0029,138,55.1
2026-08-23T10:52:50.881369,100847.31,100847.31,0.0029,138,55.1
2026-08-23T10:53:53.245053,100847.31,100847.31,0.0030,138,55.1
2026-08-23T10:54:54.660876,100847.31,100847.31,0.0030,138,55.1
2026-08-23T10:55:55.916955,100847.31,100847.31,0.0030,138,55.1
2026-08-23T10:56:57.254587,100847.31,100847.31,0.0030,138,55.1
2026-08-23T10:57:59.503065,100847.31,100847.31,0.0030,138,55.1
2026-08-23T10:59:00.720961,100847.31,100847.31,0.0030,138,55.1
2026-08-23T11:00:02.918454,100847.31,100847.31,0.0030,138,55.1
2026-08-23T11:01:04.145956,100847.31,100847.31,0.0029,138,55.1
2026-08-23T11:02:06.303467,100847.31,100847.31,0.0029,138,55.1
2026-08-23T11:03:07.613197,100847.31,100847.31,0.0030,138,55.1
2026-08-23T11:04:09.091931,100847.31,100847.31,0.0030,138,55.1
2026-08-23T11:05:10.434954,100847.31,100847.31,0.0030,138,55.1
2026-08-23T11:06:12.688266,100847.31,100847.31,0.0029,138,55.1
2026-08-23T11:07:14.119256,100847.31,100847.31,0.0029,138,55.1
2026-08-23T11:08:16.387690,100847.31,100847.31,0.0029,138,55.1
2026-08-23T11:09:17.718951,100847.31,100847.31,0.0030,138,55.1
2026-08-23T11:10:20.081369,100847.31,100847.31,0.0029,138,55.1
